genus,alley_tree,sponsorship,height,trunk_circumference,crown_diameter
Oak,0,0,10.0,1.2,2.0
Oak,0,0,14.0,2.52,2.0
Willow,0,0,8.0,1.02,2.0
Oak,0,0,10.0,2.27,2.0
Oak,0,0,11.0,1.68,2.0
Maple,0,0,17.0,1.22,5.0
Maple,0,0,17.0,1.49,8.0
Oak,0,0,7.0,0.89,2.0
carpinus,0,0,6.0,0.18,1.0
Cherry,1,0,7.0,0.4397999999999999,3.0
Maple,0,0,14.0,0.9425,10.0
Lime,0,0,7.0,0.3,3.0
Lime,0,0,7.0,0.31,3.0
Willow,0,0,4.0,1.06,3.1500000000000004
Willow,0,0,4.0,0.75,3.0
Willow,0,0,3.0,0.64,2.0
Willow,0,0,4.0,0.74,3.0
Maple,0,0,8.0,0.58,5.0
Birch,0,0,15.0,0.87,5.0
Birch,0,0,15.0,0.88,6.0
Birch,0,0,15.0,0.84,5.0
Birch,0,0,13.0,0.66,4.0
Willow,0,0,17.0,2.95,2.0
chamaecyparis,0,0,11.0,0.76,5.0
abies,0,0,10.0,0.75,5.0
larix,0,0,9.0,0.64,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Lime,1,0,17.0,1.7593,3.0
Lime,0,0,9.0,0.9425,7.0
Lime,0,0,5.0,0.18,1.3
Lime,0,0,5.0,0.19,1.3
Lime,0,0,5.0,0.19,1.3
corylus,1,0,6.0,0.3142,3.0
corylus,1,0,7.0,0.5655,4.0
corylus,1,0,11.0,0.8168000000000001,6.0
corylus,1,0,6.0,0.5027,4.0
corylus,1,0,9.0,0.754,8.0
corylus,1,0,7.0,0.6597,4.2
corylus,1,0,6.0,0.37,3.0
corylus,1,0,7.0,0.5969,4.0
corylus,1,0,7.0,0.5655,4.3
corylus,1,0,5.0,0.4397999999999999,3.0
corylus,1,0,8.0,0.754,5.0
corylus,1,0,6.0,0.3456,3.0
corylus,1,0,9.0,0.6283,6.0
corylus,1,0,12.0,0.8795999999999999,8.0
corylus,1,0,8.0,0.5341,4.0
corylus,1,0,9.0,0.5969,3.0
corylus,1,0,7.0,0.5655,4.0
corylus,1,0,10.0,0.9111,8.0
corylus,1,0,10.0,0.6597,6.0
corylus,1,0,8.0,0.5341,4.0
corylus,1,0,8.0,0.9425,9.0
Lime,1,0,16.0,1.2566,3.0
Lime,1,0,18.0,1.8221,3.0
Lime,1,0,16.0,1.5708000000000002,3.0
Lime,1,0,16.0,1.6022,3.0
Willow,0,0,22.0,1.54,2.0
Birch,0,0,20.0,1.58,5.0
Birch,0,0,19.0,1.16,5.0
abies,0,0,12.0,1.22,6.0
Birch,0,0,19.0,1.58,5.0
Birch,0,0,14.0,1.03,7.0
Birch,0,0,21.0,1.64,5.0
Birch,0,0,17.0,1.24,6.0
Birch,0,0,22.0,1.67,5.0
Birch,0,0,20.0,2.04,5.0
Birch,0,0,15.0,1.25,7.0
Poplar,0,0,27.0,1.81,1.5
Birch,0,0,17.0,1.16,6.0
Birch,0,0,20.0,1.53,5.0
Birch,0,0,20.0,1.26,5.0
Willow,0,0,11.0,0.87,2.0
Willow,0,0,7.0,1.53,2.0
alnus,0,0,4.0,0.3456,2.0
picea,0,0,20.0,1.54,1.0
picea,0,0,19.0,1.06,1.0
picea,0,0,15.0,0.9,1.0
picea,0,0,15.0,1.14,1.0
Ash,0,0,22.0,2.81,16.0
Ash,0,0,20.0,2.62,15.0
aesculus,0,0,18.0,2.48,5.0
aesculus,0,0,18.0,2.45,5.0
pinus,0,0,22.0,2.04,11.0
picea,0,0,13.0,0.94,1.0
picea,0,0,11.0,0.83,1.0
picea,0,0,12.0,0.65,1.0
ulmus,0,0,11.0,1.57,1.0
pinus,0,0,9.0,0.98,5.0
picea,0,0,11.0,0.93,1.0
picea,0,0,18.0,1.05,6.0
picea,0,0,13.0,0.95,6.0
picea,0,0,11.0,0.68,5.0
Maple,0,0,12.0,1.12,7.0
Willow,0,0,20.0,3.3,3.1500000000000004
Birch,0,0,22.0,1.665,5.0
Birch,0,0,24.0,1.5708000000000002,6.0
Cherry,0,0,8.0,1.7279,1.5
Maple,0,0,5.0,0.2827,1.5
Maple,0,0,16.0,1.54,9.0
Willow,0,0,14.0,1.42,2.0
Willow,0,0,7.0,1.03,3.1500000000000004
Willow,0,0,10.0,1.19,3.1500000000000004
Cherry,0,0,6.0,1.55,6.0
Oak,0,0,8.0,0.51,2.0
Oak,0,0,10.0,0.665,2.0
Oak,0,0,9.0,0.61,2.0
Oak,0,0,16.0,0.935,2.0
Oak,0,0,10.0,0.74,2.0
Oak,0,0,12.0,0.45,2.0
Oak,0,0,12.0,0.585,2.0
Oak,0,0,12.0,0.48,2.0
Oak,0,0,15.0,0.845,2.0
Oak,0,0,8.0,0.48,2.0
Maple,0,0,16.0,0.71,1.0
Oak,0,0,7.0,0.405,2.0
Oak,0,0,10.0,0.7,2.0
Oak,0,0,7.0,4.85,2.0
Maple,0,0,15.0,0.655,1.0
Oak,0,0,9.0,0.51,2.0
Oak,0,0,9.0,0.48,2.0
Oak,0,0,7.0,0.48,2.0
Maple,0,0,15.0,1.51,1.0
Oak,0,0,12.0,0.56,2.0
Maple,0,0,8.0,4.37,1.0
Maple,0,0,15.0,0.74,1.0
Maple,0,0,7.0,0.34,1.0
Rowan,0,0,8.0,0.42,2.5
Oak,0,0,18.0,0.74,2.0
Oak,0,0,18.0,1.25,2.0
Oak,0,0,18.0,1.01,2.0
Maple,0,0,15.0,0.77,1.0
Oak,0,0,16.0,0.9,2.0
Oak,0,0,17.0,0.82,2.0
Oak,0,0,18.0,0.83,2.0
Oak,0,0,18.0,1.12,2.0
Maple,0,0,15.0,1.12,1.0
Maple,0,0,7.0,0.435,1.0
Maple,0,0,15.0,0.95,1.0
Oak,0,0,18.0,0.93,2.0
Oak,0,0,18.0,0.96,2.0
Maple,0,0,15.0,0.84,1.0
Oak,0,0,10.0,0.7854000000000001,2.0
Rowan,0,0,8.0,0.5,2.5
Oak,0,0,14.0,0.63,2.0
Rowan,0,0,8.0,0.51,2.5
Rowan,0,0,8.0,0.48,2.5
Rowan,0,0,8.0,0.49,2.5
Cherry,0,0,8.0,0.48,1.0
picea,0,0,15.0,1.23,1.0
carpinus,0,0,11.0,1.29,1.5
Cherry,0,0,5.0,0.63,3.0
Cherry,0,0,8.0,0.93,6.0
Cherry,0,0,7.0,0.48,6.0
Cherry,0,0,7.0,0.45,4.0
Maple,0,0,16.0,0.71,1.0
Maple,0,0,14.0,0.77,1.0
Oak,0,0,6.0,0.42,2.0
Maple,0,0,15.0,0.45,1.0
Oak,0,0,15.0,0.89,2.0
Oak,0,0,15.0,0.735,2.0
Oak,0,0,12.0,0.6,2.0
Maple,0,0,15.0,0.61,1.0
Maple,0,0,9.0,0.065,1.0
Oak,0,0,16.0,0.945,2.0
Oak,0,0,18.0,1.01,2.0
Oak,0,0,15.0,0.67,2.0
Oak,0,0,9.0,0.5969,2.0
Oak,0,0,15.0,0.71,2.0
Oak,0,0,15.0,0.9,2.0
Oak,0,0,12.0,0.74,2.0
Oak,0,0,9.0,0.6597,2.0
Maple,0,0,15.0,0.71,1.0
Maple,0,0,13.0,0.7,1.0
Oak,0,0,18.0,0.9,2.0
Oak,0,0,18.0,1.04,2.0
Oak,0,0,17.0,0.7,2.0
Oak,0,0,12.0,0.655,2.0
Maple,0,0,9.0,0.54,1.0
amelanchier,0,0,1.5,0.2,1.5
Oak,0,0,20.0,1.65,2.0
Oak,0,0,18.0,2.32,2.0
Oak,0,0,15.0,0.82,2.0
Willow,0,0,19.0,1.94,2.0
Oak,0,0,19.0,2.26,2.0
Oak,0,0,20.0,2.05,2.0
Oak,0,0,19.0,2.49,2.0
Oak,0,0,19.0,1.05,2.0
Oak,0,0,19.0,1.67,2.0
Oak,0,0,12.0,0.61,2.0
Oak,0,0,12.0,0.55,2.0
Oak,0,0,11.0,0.98,2.0
Oak,0,0,13.0,1.3,2.0
Oak,0,0,19.0,1.6,2.0
Oak,0,0,18.0,0.71,2.0
Oak,0,0,18.0,0.97,2.0
Oak,0,0,19.0,1.78,2.0
Oak,0,0,20.0,1.84,2.0
Oak,0,0,22.0,2.1,2.0
abies,0,0,9.0,0.8,3.0
Cherry,0,0,8.0,0.55,4.0
Birch,0,0,15.0,1.52,5.0
Cherry,0,0,12.0,0.96,6.0
Cherry,0,0,9.0,1.07,5.0
Ash,0,0,9.0,0.74,5.0
Maple,0,0,9.0,1.02,6.0
Maple,0,0,14.0,0.8,8.0
Cherry,0,0,10.0,0.81,7.0
Cherry,0,0,9.0,0.65,4.0
Cherry,0,0,8.0,0.49,4.0
Birch,0,0,14.0,1.1,5.0
Maple,0,0,8.0,0.51,4.0
Birch,0,0,16.0,1.01,7.0
Maple,0,0,10.0,0.78,5.0
Maple,0,0,11.0,0.9,8.0
Oak,0,0,11.0,1.05,2.0
Maple,0,0,13.0,0.65,8.0
Lime,0,0,13.0,1.37,9.0
Willow,0,0,12.0,1.51,2.0
Willow,0,0,14.0,1.35,2.0
alnus,0,0,18.0,1.34,1.0
Willow,0,0,14.0,1.62,2.0
Birch,0,0,18.0,1.56,6.0
alnus,0,0,19.0,1.43,1.0
Willow,0,0,11.0,1.24,2.0
Willow,0,0,10.0,1.48,2.0
Willow,0,0,6.0,0.9,1.0
Willow,0,0,5.0,1.25,2.0
Maple,0,0,14.0,0.74,8.0
Rowan,0,0,7.0,0.43,3.0
Rowan,0,0,8.0,0.655,2.5
Rowan,0,0,8.0,0.57,2.5
Rowan,0,0,8.0,0.53,2.5
Rowan,0,0,9.0,0.54,2.5
Rowan,0,0,9.0,0.53,2.5
Ash,0,0,15.0,0.92,7.0
Ash,0,0,14.0,0.92,7.0
Ash,0,0,13.0,0.73,6.0
Ash,0,0,9.0,0.55,4.0
Ash,0,0,9.0,0.74,5.0
Ash,0,0,12.0,0.98,6.0
Ash,0,0,12.0,0.76,5.0
Ash,0,0,11.0,0.85,6.0
Ash,0,0,10.0,0.53,4.0
Ash,0,0,13.0,0.94,7.0
Ash,0,0,15.0,1.11,8.0
Ash,0,0,11.0,0.92,5.0
Ash,0,0,12.0,1.04,8.0
Ash,0,0,16.0,1.25,8.0
Ash,0,0,12.0,0.92,6.0
Ash,0,0,13.0,0.92,7.0
Ash,0,0,14.0,1.04,6.0
Ash,0,0,13.0,1.01,7.0
Ash,0,0,13.0,0.86,5.0
Ash,0,0,12.0,0.68,7.0
Ash,0,0,15.0,1.08,8.0
Ash,0,0,14.0,0.98,6.0
Ash,0,0,13.0,0.98,7.0
picea,0,0,11.0,1.07,1.0
Rowan,0,0,9.0,0.7,4.0
Rowan,0,0,7.0,0.64,4.0
Rowan,0,0,9.0,0.67,5.0
picea,0,0,17.0,1.04,1.0
Maple,0,0,15.0,0.42,7.0
Cherry,0,0,7.0,0.41,4.0
Cherry,0,0,7.0,0.49,4.0
Cherry,0,0,7.0,0.7854000000000001,6.0
Cherry,0,0,5.0,0.49,1.8
Cherry,0,0,8.0,0.645,6.0
Cherry,0,0,7.0,0.5,5.0
Cherry,0,0,7.0,0.6912,6.0
Cherry,0,0,7.0,0.57,6.0
Cherry,0,0,7.0,0.7854000000000001,6.0
Cherry,0,0,5.0,0.44,4.0
Cherry,0,0,6.0,0.49,4.0
Cherry,0,0,7.0,0.66,6.0
Cherry,0,0,5.0,0.6597,4.0
Cherry,0,0,6.0,0.66,7.0
Cherry,0,0,3.5,0.33,2.0
Cherry,0,0,6.0,0.65,5.0
Cherry,0,0,5.0,0.37,3.0
Willow,0,0,11.0,1.31,8.0
Willow,0,0,15.0,1.45,10.0
Willow,0,0,14.0,1.29,8.0
Willow,0,0,14.0,1.4,7.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
castanea,0,0,5.0,0.18,1.0
malus,0,0,5.0,0.18,1.0
malus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
cornus,0,0,5.0,0.18,1.0
malus,0,0,5.0,0.18,1.0
malus,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
cercis,0,0,5.0,0.18,1.0
Ash,0,0,5.0,0.18,1.0
Oak,0,0,5.0,0.18,1.0
carpinus,0,0,5.0,0.18,1.0
Cherry,0,0,8.5,1.1938,6.5
Oak,0,0,8.0,1.0053,2.0
Beech,0,0,17.0,1.36,1.5
Cherry,0,0,5.0,0.4711999999999999,1.0
pyrus,0,0,5.5,0.377,1.5
pinus,0,0,19.0,1.38,8.0
pinus,0,0,17.0,1.3,7.0
pinus,0,0,19.0,1.42,6.0
pinus,0,0,20.0,0.99,4.0
pinus,0,0,20.0,1.14,6.0
pinus,0,0,19.0,1.68,7.0
pinus,0,0,20.0,1.83,8.0
pinus,0,0,20.0,1.47,8.0
pinus,0,0,21.0,1.72,6.0
pinus,0,0,18.0,0.97,4.0
picea,0,0,9.0,1.03,5.0
crataegus,1,0,6.0,0.7,5.0
pyrus,1,0,4.0,0.21,2.0
crataegus,1,0,6.0,0.68,5.0
crataegus,1,0,5.0,0.62,4.0
Rowan,1,0,9.0,1.24,2.5
Rowan,1,0,8.0,1.13,2.5
Rowan,1,0,6.0,0.45,3.0
pyrus,1,0,6.0,0.42,2.5
crataegus,1,0,7.0,0.8,5.5
crataegus,1,0,7.0,0.77,5.0
crataegus,1,0,5.0,0.66,5.0
pyrus,1,0,5.0,0.44,2.0
crataegus,1,0,5.0,0.8,5.0
pyrus,1,0,6.0,0.41,2.0
pyrus,1,0,3.0,0.23,1.0
crataegus,1,0,6.0,0.7,5.0
Rowan,1,0,12.0,1.63,2.5
Rowan,1,0,6.0,1.01,2.5
Rowan,1,0,8.0,1.11,2.5
Rowan,1,0,11.0,1.33,2.5
Rowan,1,0,10.0,1.22,2.5
Rowan,1,0,10.0,1.47,2.5
Rowan,1,0,11.0,1.64,2.5
Rowan,1,0,9.0,0.91,2.5
corylus,1,0,9.0,0.68,3.0
corylus,1,0,11.0,1.21,7.0
corylus,1,0,10.0,0.84,4.0
corylus,1,0,9.0,0.68,3.0
corylus,1,0,11.0,1.14,6.0
corylus,1,0,9.0,0.83,5.0
corylus,1,0,11.0,0.97,6.0
corylus,1,0,11.0,0.99,6.0
corylus,1,0,6.0,0.63,4.0
corylus,1,0,11.0,0.88,5.0
corylus,1,0,11.0,0.84,5.0
corylus,1,0,9.0,0.87,5.0
corylus,1,0,8.0,0.58,3.0
corylus,1,0,10.0,1.0,6.0
corylus,1,0,8.0,0.66,4.0
corylus,1,0,10.0,0.86,4.0
corylus,1,0,9.0,0.86,4.0
corylus,1,0,8.0,0.71,4.0
corylus,1,0,7.0,0.67,3.0
corylus,1,0,7.0,0.71,4.0
corylus,1,0,9.0,0.78,4.0
corylus,1,0,9.0,0.67,4.0
corylus,1,0,7.0,0.49,3.0
corylus,1,0,13.0,1.1,7.0
corylus,1,0,11.0,0.88,5.0
corylus,1,0,11.0,1.14,6.0
corylus,1,0,9.0,0.69,4.0
corylus,1,0,8.0,0.75,4.0
corylus,1,0,9.0,5.62,4.0
corylus,1,0,9.0,0.87,5.0
corylus,1,0,10.0,1.1,6.0
corylus,1,0,10.0,0.88,5.0
corylus,1,0,10.0,0.89,5.0
corylus,1,0,9.0,0.77,4.0
corylus,1,0,7.0,0.56,3.0
corylus,1,0,8.0,0.66,3.0
corylus,1,0,10.0,0.96,6.0
corylus,1,0,11.0,0.96,6.0
corylus,1,0,11.0,0.9,5.0
corylus,1,0,8.0,0.53,3.0
corylus,1,0,11.0,0.87,5.0
corylus,1,0,10.0,0.88,5.0
corylus,1,0,10.0,1.04,6.0
corylus,1,0,12.0,0.88,4.0
corylus,1,0,12.0,1.09,6.0
Rowan,1,0,10.0,1.1,2.5
pyrus,1,0,5.0,0.41,3.0
pyrus,1,0,4.0,0.19,2.0
crataegus,1,0,6.0,0.46,3.0
pyrus,1,0,6.0,0.46,4.0
pyrus,1,0,5.0,0.44,2.0
crataegus,1,0,5.0,0.53,4.0
pyrus,0,0,6.0,0.42,2.0
pyrus,0,0,6.0,0.32,2.0
pyrus,1,0,5.0,0.22,2.0
crataegus,1,0,6.0,0.45,2.0
crataegus,1,0,7.0,0.81,5.0
crataegus,1,0,6.0,0.81,5.0
pyrus,0,0,5.0,0.33,2.0
pyrus,1,0,5.0,0.44,3.0
pyrus,1,0,5.0,0.28,2.0
crataegus,1,0,4.0,0.39,3.0
pyrus,1,0,4.0,0.19,1.0
crataegus,1,0,5.0,0.76,4.0
pyrus,1,0,5.0,0.42,2.5
pyrus,1,0,6.0,0.39,3.0
crataegus,1,0,5.0,0.27,2.0
pyrus,1,0,6.0,0.46,3.0
pyrus,1,0,6.0,0.41,2.0
pyrus,1,0,5.0,0.25,2.0
pyrus,1,0,5.0,0.32,2.0
pyrus,1,0,5.0,0.3,2.0
crataegus,1,0,6.0,0.59,5.0
crataegus,1,0,5.0,0.54,4.0
pyrus,1,0,4.0,0.24,2.0
pyrus,1,0,5.0,0.39,3.0
pyrus,1,0,5.0,0.39,3.0
pyrus,1,0,5.0,0.43,2.0
crataegus,1,0,6.0,0.64,4.0
crataegus,1,0,4.0,0.39,2.0
crataegus,1,0,5.0,0.25,2.0
pyrus,1,0,4.0,0.32,3.0
crataegus,1,0,6.0,1.05,6.0
pyrus,1,0,5.0,0.62,4.0
crataegus,1,0,6.0,0.69,4.0
crataegus,1,0,6.0,0.64,5.0
pyrus,0,0,5.0,0.3142,2.0
pyrus,0,0,6.0,0.38,2.0
pyrus,0,0,6.0,0.39,2.0
pyrus,0,0,6.0,0.27,1.0
pyrus,0,0,6.0,0.26,2.0
pyrus,0,0,6.0,0.27,1.2
pyrus,0,0,6.0,0.22,2.0
pyrus,0,0,6.0,0.21,1.0
pyrus,0,0,5.0,0.21,1.0
pyrus,0,0,5.0,0.33,2.0
Willow,0,0,14.0,2.1991,3.1500000000000004
Oak,0,0,30.0,2.03,2.0
Poplar,0,0,20.0,1.64,3.2
Willow,0,0,25.0,3.1102,3.1500000000000004
Willow,0,0,10.0,0.9425,3.1500000000000004
Oak,0,0,18.0,1.24,2.2
Maple,0,0,14.0,1.37,3.0
Birch,0,0,18.0,2.48,5.0
Ash,0,0,18.0,3.8,10.0
Poplar,0,0,7.0,0.9425,3.2
Oak,0,0,12.0,1.44,2.0
Oak,0,0,9.0,1.35,2.0
Birch,0,0,20.0,1.48,5.0
picea,0,0,15.0,0.86,5.0
Birch,0,0,20.0,1.21,5.0
alnus,0,0,17.0,0.97,1.0
picea,0,0,17.0,1.36,7.0
Oak,0,0,19.0,1.38,2.0
Oak,0,0,22.0,1.98,2.0
Beech,0,0,20.0,1.23,1.5
Oak,0,0,18.0,1.26,2.0
Beech,0,0,22.0,1.75,1.5
Beech,0,0,20.0,1.5,1.5
Oak,0,0,16.0,0.9,2.0
Beech,0,0,21.0,1.77,1.5
Birch,0,0,22.0,1.34,7.0
Birch,0,0,22.0,1.91,5.0
Birch,0,0,19.0,1.04,4.0
picea,0,0,19.0,1.26,6.0
Oak,0,0,16.0,1.15,2.0
Birch,0,0,21.0,2.08,5.0
Birch,0,0,20.0,1.23,5.0
Oak,0,0,12.0,1.02,2.0
Oak,0,0,14.0,1.13,2.0
Oak,0,0,10.0,1.03,2.0
Birch,0,0,20.0,1.65,5.0
Birch,0,0,20.0,1.62,5.0
Birch,0,0,20.0,1.57,5.0
pseudotsuga,0,0,25.0,1.88,11.0
larix,0,0,16.0,1.11,1.0
pinus,0,0,23.0,1.95,7.0
picea,0,0,11.0,0.754,1.0
pinus,0,0,16.0,1.75,1.0
pinus,0,0,13.0,1.2566,1.0
pinus,0,0,18.0,2.29,1.0
pinus,0,0,18.0,2.31,1.0
Lime,0,0,8.0,0.9425,4.0
Lime,0,0,8.0,1.0053,4.0
Oak,0,0,18.0,1.74,2.0
Oak,0,0,19.0,1.78,2.0
Birch,0,0,21.0,1.38,5.0
thuja,0,0,9.0,0.6,3.0
Birch,0,0,13.0,0.93,6.0
Oak,0,0,19.0,2.02,2.0
Birch,0,0,20.0,1.43,5.0
Birch,0,0,19.0,1.08,7.0
Birch,0,0,19.0,0.95,5.0
Birch,0,0,20.0,1.06,7.0
pinus,0,0,10.0,1.36,1.0
Oak,0,0,17.0,1.8,2.0
Oak,0,0,20.0,1.6,2.0
Oak,0,0,20.0,1.43,2.0
Oak,0,0,17.0,0.96,2.0
Oak,0,0,16.0,1.04,2.0
abies,0,0,13.0,1.79,7.0
juniperus,0,0,4.0,0.59,5.0
thuja,0,0,16.0,1.35,8.0
thuja,0,0,15.0,1.36,6.0
pinus,0,0,15.0,1.14,4.0
carpinus,0,0,7.0,0.5341,1.5
juglans,0,0,7.0,0.9,1.0
robinia,0,0,16.0,0.74,1.0
picea,0,0,18.0,1.17,1.0
Oak,0,0,19.0,2.03,2.0
Oak,0,0,19.0,2.39,2.0
pseudotsuga,0,0,16.0,1.75,7.0
picea,0,0,15.0,1.24,6.0
Cherry,0,0,7.0,0.75,5.0
Lime,0,0,20.0,2.28,3.0
Lime,0,0,16.0,2.03,3.0
Lime,0,0,18.0,1.8,3.0
Lime,0,0,22.5,2.5,3.0
Oak,0,0,18.0,2.8903,2.0
Oak,0,0,18.0,2.67,2.0
Lime,1,0,15.0,1.6,1.3
Lime,0,0,18.0,2.62,3.0
Lime,0,0,20.0,2.56,3.0
Lime,0,0,20.0,2.25,3.0
Lime,0,0,20.0,2.24,3.0
Lime,0,0,23.5,3.03,3.0
Birch,0,0,16.0,0.98,6.0
Beech,0,0,8.0,0.43,1.5
Oak,0,0,9.0,0.53,2.2
Maple,0,0,9.0,0.7,1.0
Oak,0,0,7.0,0.35,3.0
Oak,0,0,7.0,0.25,2.0
Lime,1,0,17.0,1.3509,3.0
Lime,1,0,16.0,2.31,3.0
Lime,1,0,14.0,2.24,3.0
Maple,0,0,4.5,0.59,2.5
Lime,1,0,9.0,0.69,5.0
Lime,1,0,15.0,1.29,3.0
Lime,1,0,14.0,1.15,3.0
Lime,1,0,16.0,1.78,3.0
Lime,1,0,18.0,2.06,3.0
Lime,1,0,11.0,0.94,6.0
Lime,1,0,17.0,2.16,3.0
Lime,1,0,12.0,0.85,5.5
Lime,1,0,13.0,1.01,6.0
Lime,1,0,17.0,1.58,3.0
Lime,1,0,16.0,1.76,3.0
Lime,1,0,16.0,1.93,3.0
Lime,1,0,14.0,1.41,3.0
Lime,1,0,12.0,0.91,3.0
Lime,1,0,17.0,1.81,3.0
Lime,1,0,15.0,2.0,3.0
Lime,1,0,12.0,1.15,7.0
Lime,1,0,17.0,1.92,3.0
Maple,1,0,8.0,1.06,7.4
Maple,1,0,9.0,0.92,5.4
Lime,0,0,20.0,2.69,3.0
Lime,1,0,14.0,1.51,3.0
Lime,1,0,13.0,1.32,3.0
Lime,1,0,13.0,1.44,3.0
Rowan,1,0,9.0,1.43,2.5
Rowan,1,0,9.0,0.78,5.4
Rowan,1,0,8.0,0.9,5.4
Rowan,1,0,7.0,0.59,3.5
Rowan,1,0,7.5,0.99,4.0
Lime,1,0,12.0,1.11,7.0
Lime,1,0,10.0,0.96,6.0
Lime,1,0,11.0,0.9,6.0
Lime,1,0,8.0,0.56,3.5
Lime,1,0,16.0,1.99,3.0
Lime,1,0,12.0,0.98,7.0
Lime,1,0,16.0,1.62,3.0
Lime,1,0,15.0,1.43,3.0
Lime,1,0,10.0,1.05,3.0
Lime,1,0,18.0,1.78,3.0
Lime,1,0,15.0,1.59,3.0
Lime,1,0,16.0,2.14,3.0
Lime,1,0,16.0,2.04,3.0
Lime,1,0,18.0,2.07,3.0
Lime,1,0,15.0,2.24,3.0
Rowan,1,0,10.0,1.39,2.5
Lime,1,0,13.0,1.56,3.0
Lime,1,0,13.0,1.12,3.0
Lime,1,0,15.0,1.74,3.0
Lime,1,0,13.0,1.54,3.0
Lime,1,0,14.0,1.48,3.0
Lime,1,0,14.0,1.47,3.0
Lime,1,0,13.0,1.18,3.0
Lime,1,0,17.0,1.69,3.0
Lime,1,0,17.0,1.34,3.0
Lime,1,0,15.0,1.54,3.0
Lime,1,0,12.0,1.21,3.0
Lime,1,0,13.0,1.94,3.0
Lime,1,0,17.0,1.62,3.0
Lime,1,0,12.0,1.41,3.0
Lime,1,0,12.0,1.15,3.0
Lime,1,0,13.0,1.37,3.0
Lime,1,0,13.0,1.28,3.0
Lime,1,0,18.0,1.94,3.0
Lime,1,0,14.0,1.54,3.0
Lime,1,0,14.0,1.11,3.0
Lime,1,0,12.0,1.4,3.0
Lime,1,0,17.0,1.69,3.0
Lime,1,0,14.0,1.32,3.0
Lime,1,0,18.0,1.79,3.0
Lime,1,0,11.0,1.0996,3.0
Lime,0,0,7.0,0.22,1.0
Lime,0,0,7.0,0.2198999999999999,1.0
Lime,0,0,7.0,0.22,1.0
Birch,0,0,7.0,0.2198999999999999,3.0
Birch,0,0,7.0,0.2198999999999999,3.0
Lime,0,0,22.0,2.3,3.0
Lime,0,0,19.5,2.18,3.0
Lime,1,0,16.0,1.79,3.0
Lime,1,0,16.0,1.88,3.0
Lime,1,0,10.0,1.25,5.0
Lime,1,0,16.0,2.11,3.0
Lime,1,0,10.0,0.66,5.0
Lime,1,0,12.0,0.96,7.0
Lime,1,0,14.0,1.47,3.0
Lime,1,0,17.0,1.74,3.0
Lime,1,0,11.0,0.8,5.0
Lime,1,0,17.0,2.31,3.0
Lime,1,0,8.0,0.82,5.0
Lime,1,0,14.0,1.52,3.0
Lime,1,0,12.0,1.09,3.0
Lime,1,0,12.0,0.82,5.0
Lime,1,0,16.0,2.26,3.0
Lime,1,0,13.0,1.11,6.0
Lime,1,0,12.0,1.1,6.0
Lime,1,0,12.0,0.91,6.0
Lime,1,0,9.0,0.66,4.0
Lime,1,0,15.0,2.01,3.0
Lime,1,0,11.0,1.02,3.0
Lime,1,0,12.0,1.04,7.0
Lime,1,0,17.0,2.0,3.0
Lime,1,0,13.0,1.31,3.0
Lime,1,0,15.0,1.87,3.0
Lime,1,0,15.0,0.99,3.0
Lime,1,0,12.0,0.9,5.0
Lime,1,0,13.0,1.04,3.0
Lime,1,0,15.0,1.7,3.0
Lime,1,0,13.0,1.09,7.0
Lime,1,0,11.0,0.92,4.0
Lime,1,0,8.0,0.73,5.0
Lime,1,0,11.0,0.89,6.0
Lime,1,0,12.0,1.05,6.0
Lime,1,0,12.0,0.92,6.0
Lime,1,0,18.0,1.73,3.0
Lime,1,0,17.0,2.28,3.0
Lime,1,0,12.0,1.04,7.0
Lime,1,0,10.0,0.63,4.5
Lime,1,0,18.0,1.55,3.0
Lime,1,0,19.0,1.68,3.0
Lime,1,0,12.0,0.91,6.0
Lime,1,0,13.0,0.99,6.0
Birch,0,0,14.0,0.8,4.0
Lime,1,0,9.0,0.94,5.0
Lime,1,0,17.0,2.09,3.0
Lime,1,0,15.0,1.61,3.0
Lime,1,0,12.0,0.97,6.0
Lime,1,0,11.0,0.97,6.0
Lime,1,0,16.0,1.68,3.0
Lime,1,0,8.0,0.47,3.0
Lime,1,0,12.0,0.89,6.0
Lime,1,0,12.0,0.92,6.0
