genus,alley_tree,sponsorship,height,trunk_circumference,crown_diameter
Maple,0,0,12.0,0.7854000000000001,7.0
Oak,0,0,15.0,1.45,2.0
Maple,0,0,14.0,0.65,6.8
Maple,0,0,12.0,0.45,4.4
Maple,0,0,11.0,0.8168000000000001,6.0
koelreuteria,0,0,5.0,0.2827,2.0
Birch,0,0,12.0,1.7279,5.0
Willow,0,0,13.0,0.9425,3.1500000000000004
robinia,0,0,19.0,1.7279,1.0
Maple,0,0,14.0,0.5655,6.0
Birch,0,0,18.0,0.7,3.7
Beech,0,0,20.0,0.9739,1.5
Ash,0,0,16.0,0.754,5.0
Beech,0,0,17.0,0.9425,1.5
Beech,0,0,28.0,2.5761000000000003,1.5
Beech,0,0,19.0,0.8482,1.5
Beech,0,0,17.0,0.644,1.5
Beech,0,0,18.0,0.8639,1.5
Beech,0,0,18.0,0.8954000000000001,1.5
Beech,0,0,20.0,1.2095,1.5
Beech,0,0,20.0,0.8795999999999999,1.5
Beech,0,0,20.0,1.0367,1.5
Beech,0,0,25.0,1.3823,1.5
Maple,0,0,19.0,0.8168000000000001,7.0
Beech,0,0,20.0,1.0367,1.5
Oak,0,0,20.0,1.2409,2.0
Beech,0,0,25.0,2.2619,1.5
Oak,0,0,19.0,1.6022,2.0
Beech,0,0,28.0,3.0159,1.5
Willow,0,0,12.0,1.1938,3.1500000000000004
Willow,0,0,13.0,0.9425,3.1500000000000004
Willow,0,0,7.0,2.6075,3.1500000000000004
Willow,0,0,7.0,2.2,3.1500000000000004
Willow,0,0,7.0,2.39,3.1500000000000004
Maple,0,0,6.5,0.6912,3.0
Birch,0,0,18.0,0.93,4.5
Beech,0,0,9.0,0.9,1.5
Beech,0,0,9.0,0.86,1.5
Beech,0,0,10.0,1.05,1.5
Beech,0,0,10.0,1.0,1.5
Beech,0,0,9.0,1.39,2.0
Maple,0,0,21.0,0.93,7.0
Oak,0,0,11.0,0.59,2.0
Birch,0,0,19.0,0.91,6.0
Maple,0,0,23.0,1.6,8.0
Maple,0,0,17.0,1.27,5.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Cherry,0,0,7.0,0.3142,1.0
Willow,0,0,10.0,0.45,3.1500000000000004
Willow,0,0,15.0,0.3,3.1500000000000004
Willow,0,0,14.0,0.3,3.1500000000000004
Willow,0,0,15.0,0.32,3.1500000000000004
Lime,1,0,14.0,2.042,1.0
Rowan,0,0,4.5,0.21,1.8
platanus,0,0,5.5,0.27,2.5
Poplar,0,0,1.0,1.7279,3.2
Willow,0,0,10.0,0.9425,4.0
malus,0,0,4.5,0.1885,1.0
aesculus,0,0,6.0,0.2512999999999999,1.5
Rowan,0,0,6.5,0.1885,1.0
Rowan,0,0,6.0,0.22,1.0
Maple,0,0,18.5,1.39,6.0
Ash,0,0,6.0,0.2198999999999999,2.0
Ash,0,0,5.5,0.1885,1.0
Ash,0,0,6.0,0.2827,3.5
Ash,0,0,5.0,0.1885,0.8
Ash,0,0,6.0,0.2198999999999999,1.0
corylus,1,0,7.0,0.3142,2.0
Ash,0,0,5.0,0.2827,2.0
Beech,0,0,6.0,2.6,1.5
Beech,0,0,6.0,0.754,1.5
Willow,0,0,14.0,1.1938,3.1500000000000004
Poplar,0,0,15.0,0.7226,3.2
carpinus,0,0,6.0,0.3456,1.5
Cherry,0,0,6.0,0.4711999999999999,5.0
Cherry,0,0,5.0,0.35,4.0
malus,0,0,5.0,0.5027,4.0
Maple,0,0,12.0,0.9425,3.0
platanus,0,0,7.0,0.2512999999999999,2.0
Maple,0,0,8.0,0.6283,3.5
Maple,0,0,6.0,0.4711999999999999,2.5
Willow,0,0,15.0,1.4137,3.1500000000000004
Willow,0,0,16.0,0.9425,4.0
Birch,0,0,15.0,1.7279,5.0
Birch,0,0,8.0,0.3,2.5
Willow,0,0,6.0,0.8,3.1500000000000004
Willow,0,0,3.5,0.4,1.9
Birch,0,0,15.0,0.85,4.2
Birch,0,0,4.5,0.25,3.0
Birch,0,0,18.0,0.9,4.5
Willow,0,0,12.0,0.7,2.0
Birch,0,0,16.0,0.8,4.5
Birch,0,0,18.0,1.2,5.0
Maple,0,0,7.0,0.1885,1.0
malus,0,0,5.0,0.2512999999999999,2.0
malus,0,0,5.0,0.2512999999999999,1.5
malus,0,0,5.0,0.2512999999999999,2.0
malus,0,0,5.0,0.1885,0.5
malus,0,0,5.0,0.2198999999999999,2.5
malus,0,0,5.5,0.1885,1.0
malus,0,0,5.5,0.2198999999999999,1.3
malus,0,0,5.0,0.2198999999999999,0.8
Maple,0,0,6.0,0.3142,2.0
Maple,0,0,6.0,0.3142,2.0
Maple,0,0,6.0,0.3142,2.0
Maple,0,0,6.0,0.3142,2.0
Willow,0,0,16.0,1.0996,3.0
Willow,0,0,16.0,0.6283,3.0
Willow,0,0,16.0,1.4137,3.1500000000000004
Willow,0,0,6.0,0.3142,2.0
Willow,0,0,16.0,1.0996,2.0
Willow,0,0,12.0,0.6283,3.0
Willow,0,0,4.0,0.6283,2.0
Willow,0,0,16.0,0.9425,3.1500000000000004
Cherry,0,0,6.0,0.2512999999999999,1.0
Cherry,0,0,7.0,0.3142,1.0
Willow,0,0,9.0,0.4711999999999999,3.0
Willow,0,0,8.0,0.3142,2.0
Oak,0,0,7.0,0.2,1.0
Lime,0,0,7.0,0.2,1.0
malus,0,0,6.0,0.2,1.5
malus,0,0,6.0,0.2198999999999999,1.5
malus,0,0,6.0,0.2198999999999999,1.5
malus,0,0,6.0,0.2198999999999999,1.5
malus,0,0,6.0,0.2198999999999999,1.5
Lime,0,0,5.0,0.2,1.5
Lime,0,0,9.0,0.7854000000000001,5.5
Lime,0,0,10.0,1.1,5.5
Lime,0,0,6.0,0.6283,4.9
Lime,0,0,5.0,0.2,1.5
Lime,0,0,5.0,0.2,1.6
Lime,0,0,5.0,0.2,1.5
Lime,0,0,5.0,0.2,1.7
Lime,0,0,7.0,0.6283,6.0
Lime,0,0,7.0,0.5969,6.0
Lime,0,0,5.0,0.2,2.0
Lime,0,0,5.0,0.2,1.8
Lime,0,0,5.0,0.19,1.7
Lime,0,0,5.0,0.2,1.6
Lime,0,0,5.0,0.2,1.7
Lime,0,0,5.0,0.2,1.6
Lime,0,0,5.0,0.2,1.5
Willow,0,0,8.0,0.7854000000000001,3.1500000000000004
Oak,0,0,16.0,0.2,2.0
Maple,0,0,3.0,0.2,1.0
pinus,0,0,4.0,0.3142,1.0
Lime,1,0,9.0,0.5341,4.0
Lime,0,0,20.0,1.5708000000000002,5.5
Lime,0,0,5.0,0.2512999999999999,1.5
Lime,0,0,5.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,5.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.5
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,7.0,0.2512999999999999,1.0
Lime,0,0,7.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Lime,0,0,7.0,0.2512999999999999,1.0
Lime,0,0,6.0,0.2512999999999999,1.0
Maple,0,0,5.0,0.5027,4.0
Beech,0,0,3.5,0.2,1.5
Birch,0,0,14.0,1.08,4.0
Birch,0,0,14.0,0.99,5.0
Lime,1,0,7.0,0.4711999999999999,5.0
Lime,1,0,12.0,1.7279,10.0
Cherry,0,0,5.0,0.5341,1.5
Cherry,0,0,6.0,0.7226,1.5
Rowan,0,0,7.0,0.48,4.5
Lime,0,0,5.0,0.3,3.0
Maple,0,0,10.0,1.2881,4.0
pinus,0,0,9.0,1.3509,1.0
Birch,0,0,14.0,1.3195,3.5
Birch,0,0,13.0,1.3509,3.0
Birch,0,0,13.0,1.3509,2.5
Birch,0,0,14.0,1.6022,3.5
Birch,0,0,13.0,1.3823,3.0
Birch,0,0,12.0,1.2881,3.5
Birch,0,0,14.0,1.7593,4.0
Birch,0,0,14.0,1.3195,3.5
Birch,0,0,15.0,1.3195,4.0
Birch,0,0,16.0,1.3509,3.5
Birch,0,0,14.0,1.0996,2.5
Birch,0,0,11.0,1.0053,2.5
Lime,1,0,13.0,1.885,1.0
Birch,0,0,15.0,1.6022,3.5
Birch,0,0,25.0,1.885,5.0
Birch,0,0,20.0,1.4450999999999998,5.0
Birch,0,0,16.0,1.2881,3.5
Birch,0,0,16.0,1.7593,4.5
Birch,0,0,16.0,1.7593,4.0
Lime,1,0,8.0,0.4711999999999999,4.0
Birch,0,0,16.0,1.3509,4.0
sophora,0,0,5.0,0.377,1.0
Birch,0,0,16.0,1.3823,4.0
Cherry,0,0,5.0,0.5969,4.0
Birch,0,0,14.0,1.2881,4.0
Birch,0,0,16.0,1.7593,4.5
Birch,0,0,15.0,1.131,3.0
Birch,0,0,16.0,1.0996,3.0
Birch,0,0,11.0,1.0681,3.5
Birch,0,0,15.0,1.2881,4.0
Birch,0,0,16.0,1.5708000000000002,4.5
Birch,0,0,14.0,1.1938,3.5
Birch,0,0,14.0,1.2566,4.0
Birch,0,0,13.0,0.9739,3.0
Birch,0,0,14.0,1.0681,3.5
Birch,0,0,13.0,1.0681,3.5
Birch,0,0,16.0,1.508,3.5
Birch,0,0,17.0,1.0996,4.0
Birch,0,0,10.0,1.1938,4.0
Birch,0,0,15.0,1.0681,3.0
Lime,0,0,11.0,1.0681,4.0
Birch,0,0,18.0,1.5394,5.0
Oak,0,0,12.0,1.885,2.2
Oak,0,0,17.0,1.01,2.0
Poplar,0,0,7.0,0.5341,1.3
Birch,0,0,12.0,1.0996,3.0
picea,0,0,11.0,0.8168000000000001,1.0
Cherry,0,0,3.0,0.1571,1.0
pinus,0,0,6.0,0.754,3.0
Rowan,0,0,7.0,0.5027,3.0
Birch,0,0,18.0,1.4765,4.0
Birch,0,0,17.0,1.2252,4.0
Birch,0,0,19.0,1.4765,5.0
Birch,0,0,18.0,1.6022,6.0
Birch,0,0,9.0,0.5341,2.0
Birch,0,0,19.0,1.4765,3.5
Birch,0,0,18.0,1.2881,5.0
Birch,0,0,15.0,1.3823,6.0
Birch,0,0,18.0,1.4137,5.0
thuja,0,0,7.0,0.4397999999999999,2.0
Birch,0,0,16.0,1.0053,3.0
Birch,0,0,16.0,1.0996,3.0
Lime,0,0,18.0,1.6022,6.0
Birch,0,0,19.0,1.6965,5.0
Birch,0,0,18.0,1.3509,5.0
Birch,0,0,20.0,1.3509,4.0
Birch,0,0,18.0,1.5394,5.5
Birch,0,0,19.0,1.4765,6.0
Birch,0,0,18.0,1.1624,7.0
Lime,0,0,16.0,1.3509,5.0
Lime,0,0,17.0,1.3509,4.0
Maple,0,0,9.0,1.0681,4.0
Birch,0,0,13.0,0.9739,3.5
Cherry,0,0,8.0,0.754,3.0
Birch,0,0,16.0,1.3823,5.0
pinus,0,0,13.0,1.1624,4.0
pinus,0,0,14.0,1.3195,1.0
Birch,0,0,19.0,2.042,7.0
Birch,0,0,18.0,1.508,6.0
larix,0,0,16.0,1.3509,1.0
Cherry,0,0,5.0,0.4084,5.0
Birch,0,0,17.0,1.131,4.0
thuja,0,0,7.0,0.6597,2.5
Maple,0,0,6.0,0.7226,3.0
Lime,0,0,9.0,0.9739,3.5
Lime,0,0,8.0,1.3195,4.0
robinia,0,0,14.0,1.6336000000000002,1.0
Lime,0,0,6.0,0.377,2.5
Birch,0,0,8.0,0.3142,2.0
taxus,0,0,6.0,0.3456,0.75
Birch,0,0,13.0,0.8795999999999999,2.5
Lime,0,0,5.0,0.1885,0.5
Maple,0,0,11.0,1.0053,4.0
Maple,0,0,11.0,0.9425,3.0
Maple,0,0,9.0,0.5027,3.0
Oak,0,0,17.0,1.9478,2.0
pinus,0,0,16.0,2.16,1.0
Cherry,0,0,5.0,0.6597,3.0
Rowan,0,0,6.0,0.377,3.0
carpinus,0,0,5.0,0.5341,2.0
Willow,0,0,11.0,1.0996,2.0
Birch,0,0,17.0,0.8482,4.0
Birch,0,0,16.0,1.0996,6.0
Maple,0,0,13.0,0.7226,4.0
Maple,0,0,14.0,1.6965,6.0
Birch,0,0,20.0,1.3509,5.0
Ash,0,0,4.0,0.2512999999999999,1.5
magnolia,0,0,7.0,0.8795999999999999,4.0
crataegus,0,0,5.0,0.4397999999999999,2.0
crataegus,0,0,5.0,0.4711999999999999,2.0
Maple,0,0,17.0,1.4450999999999998,8.0
Maple,0,0,20.0,3.8956,1.5
Maple,0,0,14.0,1.3509,6.0
Willow,0,0,3.0,0.377,1.5
ailanthus,0,0,5.0,0.5341,1.0
Birch,0,0,13.0,0.7854000000000001,3.0
taxus,0,0,5.0,0.377,0.75
taxus,0,0,7.0,0.4084,0.75
Maple,0,0,12.0,0.8482,3.0
Maple,0,0,13.0,1.0053,4.0
Lime,0,0,12.0,1.2566,10.0
Birch,0,0,16.0,1.0681,7.0
Maple,0,0,8.0,0.7226,8.0
Birch,0,0,15.0,1.2566,7.0
Birch,0,0,15.0,1.1938,4.0
Birch,0,0,15.0,1.3509,5.0
Birch,0,0,17.0,1.5394,5.0
Birch,0,0,16.0,1.1938,4.0
Birch,0,0,16.0,1.3509,4.0
pinus,0,0,11.0,0.8168000000000001,1.5
Birch,0,0,15.0,0.9739,3.0
pinus,0,0,10.0,0.754,3.0
Birch,0,0,15.0,1.6022,4.0
Birch,0,0,16.0,1.6965,4.0
Birch,0,0,16.0,1.3509,4.0
Birch,0,0,17.0,1.2881,4.0
Birch,0,0,16.0,1.5394,4.0
Birch,0,0,16.0,1.3509,5.0
Lime,1,0,14.0,1.7279,10.0
Birch,0,0,14.0,1.0681,2.5
Birch,0,0,14.0,1.4765,3.5
Birch,0,0,14.0,1.1624,3.0
Birch,0,0,14.0,1.6022,3.5
Birch,0,0,17.0,1.6022,6.0
Birch,0,0,17.0,1.9478,5.0
Birch,0,0,16.0,1.1938,3.5
Rowan,0,0,8.0,2.1049,4.0
Birch,0,0,16.0,1.4765,5.0
Birch,0,0,17.0,1.4765,6.0
Birch,0,0,17.0,1.8221,5.0
Birch,0,0,18.0,1.7593,4.0
Birch,0,0,18.0,1.7907,4.0
Birch,0,0,15.0,1.8221,5.0
Birch,0,0,15.0,1.508,3.5
Birch,0,0,14.0,1.131,4.0
Birch,0,0,18.0,1.3823,3.5
Birch,0,0,18.0,1.4765,4.0
Birch,0,0,17.0,1.3823,4.0
Birch,0,0,13.0,1.1938,4.0
Birch,0,0,17.0,1.3195,4.0
Cherry,0,0,4.0,0.5969,1.5
Birch,0,0,16.0,1.0681,3.0
robinia,0,0,11.0,1.0996,1.0
robinia,0,0,7.0,1.131,1.0
Birch,0,0,14.0,1.3509,3.0
Birch,0,0,14.0,0.9739,3.5
crataegus,0,0,3.0,0.8482,1.5
pinus,0,0,5.0,0.4397999999999999,1.5
Cherry,0,0,7.0,0.7226,1.5
Birch,0,0,13.0,1.0053,3.0
Birch,0,0,14.0,1.0996,4.0
Birch,0,0,15.0,1.3509,3.0
Birch,0,0,16.0,1.4137,4.0
Birch,0,0,15.0,1.3509,3.0
Cherry,0,0,7.0,1.9164,1.5
Cherry,0,0,5.0,0.4711999999999999,1.0
Birch,0,0,16.0,1.0996,3.5
Birch,0,0,17.0,1.665,4.0
Birch,0,0,18.0,1.508,4.0
Birch,0,0,18.0,1.9164,7.0
Birch,0,0,16.0,1.1624,4.5
Cherry,0,0,6.0,0.9425,1.5
Birch,0,0,16.0,1.1938,6.0
Birch,0,0,16.0,1.4765,4.0
Cherry,0,0,5.0,0.5655,1.5
Birch,0,0,15.0,1.6022,5.0
Beech,0,0,16.0,1.8221,1.5
Birch,0,0,17.0,1.6022,5.0
Birch,0,0,16.0,1.2252,4.0
Birch,0,0,16.0,1.2881,4.0
Birch,0,0,17.0,1.2881,4.0
Birch,0,0,17.0,1.3823,5.0
Lime,0,0,6.0,0.4711999999999999,2.0
Lime,0,0,11.0,1.4765,5.0
pinus,0,0,7.0,0.8168000000000001,1.0
Oak,0,0,12.0,1.0996,2.2
Birch,0,0,11.0,0.9111,3.0
Birch,0,0,16.0,1.4450999999999998,4.0
Birch,0,0,16.0,1.8221,5.0
Birch,0,0,17.0,1.4765,5.0
Birch,0,0,17.0,1.9164,6.0
Birch,0,0,18.0,1.508,5.0
Birch,0,0,18.0,1.6022,6.0
Birch,0,0,19.0,1.6022,7.0
Birch,0,0,19.0,1.4765,7.0
Birch,0,0,18.0,1.3509,6.0
Birch,0,0,17.0,1.0053,5.5
Birch,0,0,13.0,1.1624,3.5
Birch,0,0,16.0,1.2881,4.0
Birch,0,0,16.0,1.1624,4.0
Birch,0,0,17.0,1.2566,4.0
Birch,0,0,17.0,1.2252,4.0
Birch,0,0,18.0,1.3195,4.0
Birch,0,0,16.0,1.1624,3.0
Birch,0,0,15.0,1.0053,3.0
Birch,0,0,9.0,0.7854000000000001,2.0
Birch,0,0,18.0,1.3509,5.0
Birch,0,0,17.0,1.131,4.0
thuja,0,0,7.0,0.8795999999999999,2.5
thuja,0,0,9.0,1.131,2.0
Cherry,0,0,4.0,0.5027,1.0
Cherry,0,0,4.0,0.5027,1.0
picea,0,0,10.0,0.8482,1.0
pinus,0,0,13.0,1.6022,1.0
Birch,0,0,12.0,0.9739,2.0
Birch,0,0,12.0,0.8482,2.5
Lime,0,0,12.0,1.2252,4.0
thuja,0,0,9.0,0.8795999999999999,3.5
Birch,0,0,17.0,1.4137,4.0
thuja,0,0,8.0,0.7226,2.0
Ash,0,0,11.0,0.7226,5.0
Lime,0,0,8.0,0.8482,1.0
crataegus,0,0,5.0,0.4711999999999999,3.0
Birch,0,0,11.0,0.9425,6.0
malus,0,0,3.0,0.2,1.0
Birch,0,0,18.0,1.2566,5.0
Birch,0,0,18.0,1.3823,5.0
Cherry,0,0,6.0,0.4084,1.5
Birch,0,0,17.0,2.1991,5.0
robinia,0,0,8.0,0.4711999999999999,1.0
taxus,0,0,3.0,0.4711999999999999,0.75
Birch,0,0,17.0,1.8221,5.0
carpinus,0,0,13.0,1.0053,1.5
Rowan,0,0,6.0,0.4711999999999999,3.0
Rowan,0,0,7.0,0.5655,3.0
Lime,1,0,4.0,0.29,2.0
Cherry,0,0,7.0,1.1938,1.5
Birch,0,0,16.0,1.9792,5.0
Rowan,0,0,4.0,0.2827,2.0
Cherry,0,0,6.0,0.7854000000000001,1.5
Birch,0,0,14.0,1.2881,4.0
Birch,0,0,11.0,0.7226,3.0
Oak,0,0,10.0,0.5969,2.0
pinus,0,0,10.0,0.8482,1.0
Birch,0,0,13.0,1.3195,5.0
Birch,0,0,9.0,0.7854000000000001,4.0
pinus,0,0,10.0,0.7226,1.0
picea,0,0,9.0,0.5655,3.0
Lime,1,0,5.0,0.3142,2.0
Cherry,0,0,5.0,0.377,1.5
pinus,0,0,14.0,1.4450999999999998,8.0
Cherry,0,0,6.0,0.9425,1.5
taxus,0,0,6.0,1.1624,0.75
Oak,0,0,16.0,1.6336000000000002,2.0
Birch,0,0,18.0,1.7907,5.0
Birch,0,0,15.0,2.1363,5.0
Cherry,0,0,5.0,0.4397999999999999,1.5
Cherry,0,0,6.0,0.9111,1.5
Birch,0,0,14.0,1.3195,6.0
rhus,0,0,4.0,0.4084,6.0
Birch,0,0,11.0,0.5655,2.0
Rowan,0,0,5.0,0.4711999999999999,3.0
Maple,0,0,6.0,0.5027,3.0
Cherry,0,0,4.0,0.5027,3.0
carpinus,0,0,9.0,0.4084,2.0
Maple,0,0,14.0,0.6912,4.0
Lime,0,0,9.0,0.5655,3.0
Oak,0,0,25.0,1.665,2.0
Maple,0,0,15.0,1.2566,4.0
Birch,0,0,16.0,1.0996,3.0
carpinus,0,0,10.0,0.8168000000000001,1.5
Maple,0,0,10.0,0.7854000000000001,3.0
Lime,0,0,14.0,2.2305,7.0
Lime,0,0,16.0,2.0106,9.0
Lime,0,0,17.0,1.9478,5.5
Lime,0,0,17.0,1.9792,5.5
Lime,0,0,18.0,1.9792,5.5
Maple,0,0,12.0,0.7854000000000001,7.0
Maple,0,0,10.0,0.7854000000000001,5.0
Maple,0,0,14.0,1.508,8.0
Maple,0,0,11.0,1.3195,5.0
Maple,0,0,10.0,1.2566,7.0
Birch,0,0,12.0,1.0996,7.0
Poplar,0,0,15.0,3.1416000000000004,2.9
Oak,0,0,31.0,2.0,2.0
Ash,0,0,12.0,2.1677,11.0
Willow,0,0,9.0,0.7854000000000001,2.0
Willow,0,0,10.0,0.9739,2.0
Willow,0,0,11.0,1.0681,2.0
Willow,0,0,15.0,1.1938,2.0
Willow,0,0,15.0,1.2252,2.0
Willow,0,0,15.0,1.131,2.0
Ash,0,0,7.0,0.5027,3.0
Willow,0,0,1.0,1.131,1.0
carpinus,0,0,8.0,0.5969,1.5
Maple,0,0,8.0,0.4711999999999999,3.0
picea,0,0,10.0,0.754,1.0
Oak,0,0,6.0,0.8168000000000001,2.0
Maple,0,0,7.0,0.5341,3.0
Oak,0,0,7.0,0.7854000000000001,2.0
Ash,1,0,6.0,0.2,1.2
picea,0,0,10.0,1.0367,1.0
carpinus,0,0,10.0,0.6597,1.5
Ash,0,0,10.0,0.7,9.0
Poplar,0,0,17.0,2.0106,2.9
Willow,0,0,11.0,0.8482,2.0
Willow,0,0,11.0,0.8168000000000001,2.0
Willow,0,0,11.0,0.5655,2.0
Willow,0,0,12.0,1.0996,2.0
Willow,0,0,12.0,1.4450999999999998,2.0
Willow,0,0,14.0,1.7279,2.0
Willow,0,0,12.0,1.0996,3.1500000000000004
Willow,0,0,15.0,1.1938,2.0
Willow,0,0,13.0,1.131,2.0
Willow,0,0,13.0,1.131,2.0
Willow,0,0,15.0,1.1938,2.0
Ash,0,0,7.0,1.3823,5.0
Willow,0,0,10.0,1.0996,3.1500000000000004
Willow,0,0,6.0,0.5027,2.0
Willow,0,0,5.0,0.5341,2.0
Willow,0,0,8.0,0.5027,4.0
Poplar,0,0,10.0,0.5027,2.0
Poplar,0,0,12.0,1.0367,2.9
Willow,0,0,9.0,0.9425,3.1500000000000004
Poplar,0,0,18.0,1.5394,2.9
Poplar,0,0,18.0,1.3823,2.9
Poplar,0,0,18.0,1.2252,2.9
Poplar,0,0,18.0,1.6965,2.9
Poplar,0,0,17.0,1.3509,2.9
Willow,0,0,12.0,1.4137,3.1500000000000004
koelreuteria,0,0,5.0,0.18,1.0
Willow,0,0,10.0,0.754,2.0
pinus,0,0,7.5,0.5655,1.0
paulownia,0,0,5.0,0.18,1.0
Lime,0,0,20.0,3.1416000000000004,1.0
Willow,0,0,14.0,3.1416000000000004,2.0
Maple,0,0,16.0,2.07,12.0
Rowan,1,0,7.0,1.49,2.5
Willow,0,0,13.0,0.9425,2.0
Lime,1,0,4.0,0.15,0.6
aesculus,0,0,6.0,0.754,5.0
Ash,0,0,8.0,0.8795999999999999,5.0
Cherry,0,0,6.5,0.5341,1.0
Ash,0,0,10.0,1.1938,5.0
Willow,0,0,12.0,1.3195,2.0
Maple,0,0,13.0,1.1624,8.0
Willow,0,0,11.0,1.1938,2.0
Lime,1,0,8.0,0.5027,4.0
Oak,0,0,17.5,2.17,11.0
Beech,0,0,28.0,1.0367,1.5
Maple,1,0,5.5,0.2512999999999999,2.0
Maple,1,0,22.0,2.3562,1.5
carpinus,0,0,9.0,1.35,1.5
Cherry,0,0,5.0,0.6912,4.0
Poplar,0,0,8.0,0.7854000000000001,3.2
Maple,1,0,7.0,0.9425,1.0
Maple,0,0,5.0,0.1571,1.5
Lime,1,0,5.0,0.2827,1.2
Poplar,0,0,6.0,0.5341,3.0
Birch,0,0,22.0,1.2881,5.0
Maple,0,0,8.0,1.0681,5.0
Willow,0,0,6.0,1.0996,2.0
Willow,0,0,9.0,0.9425,2.0
Lime,0,0,6.0,0.45,3.0
Willow,0,0,11.0,0.7854000000000001,2.0
Willow,0,0,10.0,1.2252,2.0
Maple,0,0,18.0,1.508,3.0
Maple,0,0,8.0,0.6912,3.0
Willow,0,0,8.0,0.754,2.0
Willow,0,0,8.0,1.6336000000000002,2.0
Willow,0,0,10.0,0.9425,2.0
Lime,0,0,12.0,0.8482,1.0
Lime,0,0,14.0,0.5341,3.0
Maple,0,0,19.0,1.131,6.0
Lime,0,0,14.0,0.754,7.0
Maple,0,0,10.0,0.5969,4.0
aesculus,1,0,7.0,1.93,6.0
Willow,0,0,12.0,1.1938,2.0
Willow,0,0,10.0,2.6704000000000003,2.0
Willow,0,0,12.0,1.2566,2.0
Maple,1,0,10.0,1.0681,8.0
Willow,0,0,13.0,1.5708000000000002,2.0
aesculus,0,0,13.0,1.4450999999999998,5.0
robinia,0,0,13.0,1.68,1.0
Maple,0,0,11.0,0.6283,3.0
Maple,0,0,5.0,0.4711999999999999,3.5
Willow,0,0,9.0,1.2881,2.0
Birch,0,0,13.0,0.6597,5.0
Maple,0,0,10.0,0.7226,4.0
Oak,0,0,8.0,1.52,2.0
gleditsia,0,0,4.5,0.1885,1.2
Lime,0,0,7.0,0.7226,1.0
Lime,0,0,12.0,0.4711999999999999,3.0
Maple,0,0,9.0,0.58,4.0
Willow,0,0,9.0,1.4137,2.0
Lime,0,0,8.5,0.5655,4.0
Willow,0,0,12.0,1.8221,2.0
Birch,0,0,15.0,1.6022,4.0
Ash,0,0,22.0,1.09,12.0
Willow,0,0,15.0,2.0735,2.0
Maple,1,0,5.5,0.24,1.6
Willow,0,0,14.0,1.3509,2.0
Willow,0,0,10.0,2.8274,3.1500000000000004
hippophae,0,0,5.0,0.3142,3.0
Birch,0,0,21.0,1.44,7.0
Oak,0,0,8.0,0.9425,2.0
Lime,1,0,9.0,0.67,1.0
Poplar,0,0,20.0,1.7279,3.2
Ash,0,0,10.0,1.2566,9.0
Poplar,0,0,18.0,1.9792,2.9
Poplar,0,0,17.0,1.6022,2.9
Poplar,0,0,19.0,1.7279,2.9
Ash,0,0,10.0,0.7226,3.0
Willow,0,0,12.0,1.0053,4.0
Ash,0,0,10.0,0.6912,4.0
Ash,0,0,10.0,0.8168000000000001,5.0
Birch,0,0,13.0,0.9425,3.0
Oak,0,0,8.0,0.9739,2.0
Cherry,0,0,7.0,0.8482,1.5
elaeagnus,0,0,9.0,0.5027,3.0
Cherry,0,0,5.0,0.4711999999999999,1.5
Ash,0,0,9.0,0.7854000000000001,4.0
Maple,1,0,7.0,0.6912,4.0
Maple,0,0,9.0,0.45,1.0
ostrya,0,0,6.0,0.46,3.0
Lime,0,0,20.0,2.9845,1.0
alnus,0,0,8.0,0.5341,1.0
alnus,0,0,8.0,0.7226,1.0
alnus,0,0,9.0,0.5655,1.0
alnus,0,0,11.0,1.0053,1.0
alnus,0,0,10.0,0.6283,1.0
Birch,0,0,21.0,1.3195,5.0
Maple,0,0,14.0,1.9478,1.0
Maple,0,0,14.0,1.3823,1.0
Maple,0,0,22.0,2.6075,1.0
Maple,0,0,20.0,1.6965,1.0
Maple,0,0,16.0,1.9164,1.0
Maple,0,0,19.0,2.1991,1.0
Oak,0,0,21.0,2.2305,2.0
Oak,0,0,22.0,2.3248,2.0
Maple,0,0,11.0,1.4137,1.0
Maple,0,0,6.0,0.8168000000000001,1.0
Oak,0,0,22.0,1.9792,2.0
Maple,0,0,8.0,0.6283,1.0
Cherry,0,0,6.0,0.3456,1.0
Willow,0,0,17.0,4.1469,2.0
Willow,0,0,15.0,2.7332,2.0
Willow,0,0,15.0,4.9009,2.0
